finetune_set	enhance_model	fusion	chime4_dt05_real	chime4_et05_real	ls_test_clean	ls_test_other	ls_test_clean_wham_-5_0db	ls_test_clean_wham_0_5db	ls_test_clean_wham_5_10db	ls_test_clean_wham_10_15db	ls_test_clean_wham_15_20db	ls_test_other_wham_-5_0db	ls_test_other_wham_0_5db	ls_test_other_wham_5_10db	ls_test_other_wham_10_15db	ls_test_other_wham_15_20db
chime4_processed	DCCRNet	enhfromlibrimix	15.741730889782072	30.65066093698912												
chime4_processed	DCCRNet	fusion_attention_first	14.80511818282385	29.04853099163903												
chime4_processed	DCCRNet	fusion_concat_first	14.49905969984144	27.273576533233687												
chime4_processed	DCCRNet	fusion_interpolate	13.97912902393156	25.241720771638096												
ls_clean_100	ConvTasNet	enhfromlibrimix					30.633749239196597	17.730523432744977	13.085818624467436	11.587035909920877	11.012629336579428	51.16634507001891	34.46688191353189	25.972909462583345	22.02968878360048	20.66943048736221
ls_clean_100	ConvTasNet	fusion_attention_first					28.054625684723067	15.470937309799147	11.195222154595251	9.257075471698114	8.713101034692636	46.89452266778748	30.58097548860401	22.555069445771164	18.6290430430048	16.89051067000363
ls_clean_100	ConvTasNet	fusion_concat_first					26.6699634814364	15.4157790626902	11.444385270846013	9.4796104686549	9.045952525867316	46.00424125480007	30.59052786427985	22.92570162199339	19.12194562787765	18.153334734348437
ls_clean_100	ConvTasNet	fusion_interpolate					28.27145465611686	15.982577601947655	12.009281801582471	10.658855751673768	9.993152769324409	47.954836367804674	31.320329365913302	23.45872418470473	20.375217316546625	18.745582026249927
ls_clean_100	DCCRNet	enhfromlibrimix					32.836275106512474	17.713405356055993	13.097230675593426	11.375912964090078	10.784388314059647	52.05471600787116	34.10962306325583	24.989014767972797	21.177616873316392	19.93007661005292
ls_clean_100	DCCRNet	fusion_attention_first					30.30089774802191	15.803788800973829	11.210438222763235	9.73067559342666	9.704047474132684	49.2673327856638	31.215253233479167	22.071719236574136	18.19727566245725	16.458743289456088
ls_clean_100	DCCRNet	fusion_concat_first					28.298082775410837	14.879412659768716	11.06208155812538	9.711655508216676	9.45868837492392	47.7618783791529	30.433868903196224	22.17679536900827	18.653879219761954	16.90961542135529
ls_clean_100	DCCRNet	fusion_interpolate					29.606664637857577	16.08148204503956	11.952221545952526	10.525715155203896	10.014074863055386	48.48976940565119	31.59925873564756	23.09382343388801	19.94918136140458	18.51823548516516
ls_clean_100	DCUNet	enhfromlibrimix					27.58482958003652	15.858947048082776	12.195678636640292	11.128651856360316	10.710209981740718	45.71193855911965	30.70133542211948	23.718548803087327	20.61402670844239	19.805895726267124
ls_clean_100	DCUNet	fusion_attention_first			8.781573341448569	15.457654318629045	25.02662811929397	13.612674984783933	10.076841144248329	9.14485696895922	8.732121119902617	42.62078979042088	27.49937909558107	20.47647249871043	17.754045431098714	16.749135510001338
ls_clean_100	DCUNet	fusion_concat_first			9.047854534388314	16.172172019181172	24.047093730979917	13.085818624467436	10.071135118685332	9.091600730371272	8.81200547778454	42.03045297365455	27.547140973960225	21.07827216628776	18.34056129759471	17.373860879200656
ls_clean_100	DCUNet	fusion_interpolate			9.648889227023735	17.488489387310626	25.70754716981132	14.654975654290933	11.630782105903837	10.43632075471698	9.782029823493607	44.23705175477141	29.16340293831076	22.537875169554667	19.63204248896701	18.68062587165428
ls_clean_100	DPRNNTasNet	enhfromlibrimix					28.126902008521	16.880325623858795	12.945069993913572	11.471013390139989	10.727328058429702	48.736220698087614	32.997726534589155	25.288959364193875	21.758401314406893	20.16506505167835
ls_clean_100	DPRNNTasNet	fusion_attention_first					25.859707851491176	15.558429701765064	11.6669202678028	9.764911746804623	9.01932440657334	43.48814550178629	28.90548879506333	21.29797680683186	18.073094778671457	16.751045985136503
ls_clean_100	DPRNNTasNet	fusion_concat_first					24.119370054777846	14.70823189287888	11.256086427267194	9.793441874619598	9.10491479001826	43.32002368989168	29.09080488317445	22.02586783333015	19.013048545173184	17.69673117704373
ls_clean_100	DPRNNTasNet	fusion_interpolate					26.306679853925747	15.621195982958003	12.182364576993304	10.77107425441266	10.314592209373098	45.85331371912194	30.852262957797603	23.298244273350782	20.51086105114342	18.896509561928053
ls_clean_100	DPTNet	enhfromlibrimix					30.22671941570298	17.64493304930006	13.25129336579428	11.509053560559952	11.180006086427268	50.247406530004014	33.993084080010696	26.07798559501748	21.863477446841028	20.32936591330264
ls_clean_100	DPTNet	fusion_attention_first					28.048919659160077	15.49946743761412	11.195222154595251	9.411138161898965	8.918517954960437	47.01488260130294	30.45297365454789	22.356380031713886	18.304262270026555	16.816002139732152
ls_clean_100	DPTNet	fusion_concat_first					26.51399878271455	15.451917224589168	10.976491174680463	9.610849056603774	8.775867315885575	45.54190627208987	29.984907246432183	22.774774086315265	19.23466366085245	18.075005253806623
ls_clean_100	DPTNet	fusion_interpolate					28.65566037735849	16.515139987827144	11.912279367011564	10.442026780279976	9.943700547778452	47.71602697590891	31.25919416158799	23.529411764705884	20.369485891141128	19.21746938463596
ls_clean_100	NoEnh	enhfromlibrimix			10.265139987827146	18.51823548516516										
ls_clean_100	NoEnh	fusion_attention_first			8.070222154595253	16.284890052155973										
ls_clean_100	NoEnh	fusion_concat_first			8.526704199634814	17.282158072712683										
ls_clean_100	NoEnh	fusion_interpolate			8.446819841752891	16.817912614867318										
