decode_path	fusion	enhance_model	finetune_set	test_set	checkpoint	wer
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_first_40000/decode/chime4_et05_real/skim/checkpoint_last/viterbi_pad_audio/wer.filtered	fusion_attention_first	skim	chime4_processed	chime4_et05_real	checkpoint_last	25.5324139225068
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_first_50000/decode/chime4_dt05_real/blstm/checkpoint_70_38000/viterbi_pad_audio/wer.filtered	fusion_attention_first	blstm	chime4_processed	chime4_dt05_real	checkpoint_70_38000	15.331216306033527
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_first_50000/decode/chime4_dt05_real/blstm/checkpoint_72_39000/viterbi_pad_audio/wer.filtered	fusion_attention_first	blstm	chime4_processed	chime4_dt05_real	checkpoint_72_39000	15.345145810262089
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_first_50000/decode/chime4_dt05_real/blstm/checkpoint_74_40000/viterbi_pad_audio/wer.filtered	fusion_attention_first	blstm	chime4_processed	chime4_dt05_real	checkpoint_74_40000	15.296508405690005
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_first_50000/decode/chime4_dt05_real/blstm/checkpoint_best/viterbi_pad_audio/wer.filtered	fusion_attention_first	blstm	chime4_processed	chime4_dt05_real	checkpoint_best	15.204138185848882
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_first_50000/decode/chime4_dt05_real/blstm/checkpoint_last/viterbi_pad_audio/wer.filtered	fusion_attention_first	blstm	chime4_processed	chime4_dt05_real	checkpoint_last	15.296508405690005
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_first_50000/decode/chime4_dt05_real/DCCRNet/checkpoint_last/viterbi_pad_audio/wer.filtered	fusion_attention_first	DCCRNet	chime4_processed	chime4_dt05_real	checkpoint_last	14.671686413464732
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_first_50000/decode/chime4_dt05_real/skim/checkpoint_70_38000/viterbi_pad_audio/wer.filtered	fusion_attention_first	skim	chime4_processed	chime4_dt05_real	checkpoint_70_38000	14.245140348935855
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_first_50000/decode/chime4_dt05_real/skim/checkpoint_72_39000/viterbi_pad_audio/wer.filtered	fusion_attention_first	skim	chime4_processed	chime4_dt05_real	checkpoint_72_39000	14.304156984249936
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_first_50000/decode/chime4_dt05_real/skim/checkpoint_74_40000/viterbi_pad_audio/wer.filtered	fusion_attention_first	skim	chime4_processed	chime4_dt05_real	checkpoint_74_40000	14.219320570985946
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_first_50000/decode/chime4_dt05_real/skim/checkpoint_best/viterbi_pad_audio/wer.filtered	fusion_attention_first	skim	chime4_processed	chime4_dt05_real	checkpoint_best	14.293091365128545
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_first_50000/decode/chime4_dt05_real/skim/checkpoint_last/viterbi_pad_audio/wer.filtered	fusion_attention_first	skim	chime4_processed	chime4_dt05_real	checkpoint_last	14.219320570985946
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_first_50000/decode/chime4_et05_real/blstm/checkpoint_70_38000/viterbi_pad_audio/wer.filtered	fusion_attention_first	blstm	chime4_processed	chime4_et05_real	checkpoint_70_38000	25.263405456255878
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_first_50000/decode/chime4_et05_real/blstm/checkpoint_72_39000/viterbi_pad_audio/wer.filtered	fusion_attention_first	blstm	chime4_processed	chime4_et05_real	checkpoint_72_39000	25.232678386763187
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_first_50000/decode/chime4_et05_real/blstm/checkpoint_74_40000/viterbi_pad_audio/wer.filtered	fusion_attention_first	blstm	chime4_processed	chime4_et05_real	checkpoint_74_40000	25.078679130067172
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_first_50000/decode/chime4_et05_real/blstm/checkpoint_best/viterbi_pad_audio/wer.filtered	fusion_attention_first	blstm	chime4_processed	chime4_et05_real	checkpoint_best	25.037650602409638
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_first_50000/decode/chime4_et05_real/blstm/checkpoint_last/viterbi_pad_audio/wer.filtered	fusion_attention_first	blstm	chime4_processed	chime4_et05_real	checkpoint_last	25.078679130067172
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_first_50000/decode/chime4_et05_real/DCCRNet/checkpoint_best/viterbi_pad_audio/wer.filtered	fusion_attention_first	DCCRNet	chime4_processed	chime4_et05_real	checkpoint_best	27.55496208689017
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_first_50000/decode/chime4_et05_real/DCCRNet/checkpoint_last/viterbi_pad_audio/wer.filtered	fusion_attention_first	DCCRNet	chime4_processed	chime4_et05_real	checkpoint_last	27.773552619070255
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_first_50000/decode/chime4_et05_real/skim/checkpoint_70_38000/viterbi_pad_audio/wer.filtered	fusion_attention_first	skim	chime4_processed	chime4_et05_real	checkpoint_70_38000	25.688159437280188
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_first_50000/decode/chime4_et05_real/skim/checkpoint_72_39000/viterbi_pad_audio/wer.filtered	fusion_attention_first	skim	chime4_processed	chime4_et05_real	checkpoint_72_39000	25.539298443068844
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_first_50000/decode/chime4_et05_real/skim/checkpoint_74_40000/viterbi_pad_audio/wer.filtered	fusion_attention_first	skim	chime4_processed	chime4_et05_real	checkpoint_74_40000	25.619020821609453
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_first_50000/decode/chime4_et05_real/skim/checkpoint_best/viterbi_pad_audio/wer.filtered	fusion_attention_first	skim	chime4_processed	chime4_et05_real	checkpoint_best	25.667947876628855
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_first_50000/decode/chime4_et05_real/skim/checkpoint_last/viterbi_pad_audio/wer.filtered	fusion_attention_first	skim	chime4_processed	chime4_et05_real	checkpoint_last	25.619020821609453
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_40000/decode/chime4_dt05_real/blstm/checkpoint_70_38000/viterbi_pad_audio/wer.filtered	fusion_attention_last	blstm	chime4_processed	chime4_dt05_real	checkpoint_70_38000	13.776564344746163
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_40000/decode/chime4_dt05_real/blstm/checkpoint_72_39000/viterbi_pad_audio/wer.filtered	fusion_attention_last	blstm	chime4_processed	chime4_dt05_real	checkpoint_72_39000	13.984723810929486
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_40000/decode/chime4_dt05_real/blstm/checkpoint_74_40000/viterbi_pad_audio/wer.filtered	fusion_attention_last	blstm	chime4_processed	chime4_dt05_real	checkpoint_74_40000	14.117560237629608
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_40000/decode/chime4_dt05_real/blstm/checkpoint_best/viterbi_pad_audio/wer.filtered	fusion_attention_last	blstm	chime4_processed	chime4_dt05_real	checkpoint_best	13.803918674587653
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_40000/decode/chime4_dt05_real/blstm/checkpoint_last/viterbi_pad_audio/wer.filtered	fusion_attention_last	blstm	chime4_processed	chime4_dt05_real	checkpoint_last	14.117560237629608
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_40000/decode/chime4_dt05_real/DCCRNet/checkpoint_72_39000/viterbi_pad_audio/wer.filtered	fusion_attention_last	DCCRNet	chime4_processed	chime4_dt05_real	checkpoint_72_39000	13.338988051335004
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_40000/decode/chime4_dt05_real/DCCRNet/checkpoint_74_40000/viterbi_pad_audio/wer.filtered	fusion_attention_last	DCCRNet	chime4_processed	chime4_dt05_real	checkpoint_74_40000	13.519693170084084
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_40000/decode/chime4_dt05_real/DCCRNet/checkpoint_best/viterbi_pad_audio/wer.filtered	fusion_attention_last	DCCRNet	chime4_processed	chime4_dt05_real	checkpoint_best	13.150907213453312
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_40000/decode/chime4_dt05_real/DCCRNet/checkpoint_last/viterbi_pad_audio/wer.filtered	fusion_attention_last	DCCRNet	chime4_processed	chime4_dt05_real	checkpoint_last	13.519693170084084
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_40000/decode/chime4_dt05_real/DCCRNet/crash/viterbi_pad_audio/wer.filtered	fusion_attention_last	DCCRNet	chime4_processed	chime4_dt05_real	crash	13.770467620593008
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_40000/decode/chime4_dt05_real/skim/checkpoint_70_38000/viterbi_pad_audio/wer.filtered	fusion_attention_last	skim	chime4_processed	chime4_dt05_real	checkpoint_70_38000	13.29718564420346
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_40000/decode/chime4_dt05_real/skim/checkpoint_72_39000/viterbi_pad_audio/wer.filtered	fusion_attention_last	skim	chime4_processed	chime4_dt05_real	checkpoint_72_39000	13.29349710449633
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_40000/decode/chime4_dt05_real/skim/checkpoint_74_40000/viterbi_pad_audio/wer.filtered	fusion_attention_last	skim	chime4_processed	chime4_dt05_real	checkpoint_74_40000	13.559071963409686
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_40000/decode/chime4_dt05_real/skim/checkpoint_best/viterbi_pad_audio/wer.filtered	fusion_attention_last	skim	chime4_processed	chime4_dt05_real	checkpoint_best	13.197595072110952
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_40000/decode/chime4_dt05_real/skim/checkpoint_last/viterbi_pad_audio/wer.filtered	fusion_attention_last	skim	chime4_processed	chime4_dt05_real	checkpoint_last	13.559071963409686
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_40000/decode/chime4_et05_real/blstm/checkpoint_70_38000/viterbi_pad_audio/wer.filtered	fusion_attention_last	blstm	chime4_processed	chime4_et05_real	checkpoint_70_38000	21.867390897171756
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_40000/decode/chime4_et05_real/blstm/checkpoint_72_39000/viterbi_pad_audio/wer.filtered	fusion_attention_last	blstm	chime4_processed	chime4_et05_real	checkpoint_72_39000	22.001685235464844
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_40000/decode/chime4_et05_real/blstm/checkpoint_74_40000/viterbi_pad_audio/wer.filtered	fusion_attention_last	blstm	chime4_processed	chime4_et05_real	checkpoint_74_40000	21.998033799915735
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_40000/decode/chime4_et05_real/blstm/checkpoint_best/viterbi_pad_audio/wer.filtered	fusion_attention_last	blstm	chime4_processed	chime4_et05_real	checkpoint_best	21.854645986598566
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_40000/decode/chime4_et05_real/blstm/checkpoint_last/viterbi_pad_audio/wer.filtered	fusion_attention_last	blstm	chime4_processed	chime4_et05_real	checkpoint_last	21.998033799915735
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_40000/decode/chime4_et05_real/DCCRNet/checkpoint_72_39000/viterbi_pad_audio/wer.filtered	fusion_attention_last	DCCRNet	chime4_processed	chime4_et05_real	checkpoint_72_39000	23.448049512378095
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_40000/decode/chime4_et05_real/DCCRNet/checkpoint_74_40000/viterbi_pad_audio/wer.filtered	fusion_attention_last	DCCRNet	chime4_processed	chime4_et05_real	checkpoint_74_40000	23.69419590574788
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_40000/decode/chime4_et05_real/DCCRNet/checkpoint_best/viterbi_pad_audio/wer.filtered	fusion_attention_last	DCCRNet	chime4_processed	chime4_et05_real	checkpoint_best	23.55697151424288
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_40000/decode/chime4_et05_real/DCCRNet/checkpoint_last/viterbi_pad_audio/wer.filtered	fusion_attention_last	DCCRNet	chime4_processed	chime4_et05_real	checkpoint_last	23.69419590574788
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_40000/decode/chime4_et05_real/DCCRNet/crash/viterbi_pad_audio/wer.filtered	fusion_attention_last	DCCRNet	chime4_processed	chime4_et05_real	crash	23.88157586546119
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_40000/decode/chime4_et05_real/skim/checkpoint_70_38000/viterbi_pad_audio/wer.filtered	fusion_attention_last	skim	chime4_processed	chime4_et05_real	checkpoint_70_38000	21.629463241143714
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_40000/decode/chime4_et05_real/skim/checkpoint_72_39000/viterbi_pad_audio/wer.filtered	fusion_attention_last	skim	chime4_processed	chime4_et05_real	checkpoint_72_39000	21.886986621760688
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_40000/decode/chime4_et05_real/skim/checkpoint_74_40000/viterbi_pad_audio/wer.filtered	fusion_attention_last	skim	chime4_processed	chime4_et05_real	checkpoint_74_40000	22.028904167251298
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_40000/decode/chime4_et05_real/skim/checkpoint_best/viterbi_pad_audio/wer.filtered	fusion_attention_last	skim	chime4_processed	chime4_et05_real	checkpoint_best	21.783058141166567
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_40000/decode/chime4_et05_real/skim/checkpoint_last/viterbi_pad_audio/wer.filtered	fusion_attention_last	skim	chime4_processed	chime4_et05_real	checkpoint_last	22.028904167251298
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_50000/decode/chime4_dt05_real/blstm/checkpoint_70_38000/viterbi_pad_audio/wer.filtered	fusion_attention_last	blstm	chime4_processed	chime4_dt05_real	checkpoint_70_38000	14.132319840596288
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_50000/decode/chime4_dt05_real/blstm/checkpoint_72_39000/viterbi_pad_audio/wer.filtered	fusion_attention_last	blstm	chime4_processed	chime4_dt05_real	checkpoint_72_39000	13.881406590162724
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_50000/decode/chime4_dt05_real/blstm/checkpoint_74_40000/viterbi_pad_audio/wer.filtered	fusion_attention_last	blstm	chime4_processed	chime4_dt05_real	checkpoint_74_40000	13.839170387865815
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_50000/decode/chime4_dt05_real/blstm/checkpoint_best/viterbi_pad_audio/wer.filtered	fusion_attention_last	blstm	chime4_processed	chime4_dt05_real	checkpoint_best	13.648942843437512
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_50000/decode/chime4_dt05_real/blstm/checkpoint_last/viterbi_pad_audio/wer.filtered	fusion_attention_last	blstm	chime4_processed	chime4_dt05_real	checkpoint_last	13.839170387865815
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_50000/decode/chime4_dt05_real/DCCRNet/checkpoint_70_38000/viterbi_pad_audio/wer.filtered	fusion_attention_last	DCCRNet	chime4_processed	chime4_dt05_real	checkpoint_70_38000	13.442248119191621
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_50000/decode/chime4_dt05_real/DCCRNet/checkpoint_72_39000/viterbi_pad_audio/wer.filtered	fusion_attention_last	DCCRNet	chime4_processed	chime4_dt05_real	checkpoint_72_39000	13.200796695190322
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_50000/decode/chime4_dt05_real/DCCRNet/checkpoint_74_40000/viterbi_pad_audio/wer.filtered	fusion_attention_last	DCCRNet	chime4_processed	chime4_dt05_real	checkpoint_74_40000	13.182354676895839
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_50000/decode/chime4_dt05_real/DCCRNet/checkpoint_best/viterbi_pad_audio/wer.filtered	fusion_attention_last	DCCRNet	chime4_processed	chime4_dt05_real	checkpoint_best	13.055022864729311
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_50000/decode/chime4_dt05_real/DCCRNet/checkpoint_last/viterbi_pad_audio/wer.filtered	fusion_attention_last	DCCRNet	chime4_processed	chime4_dt05_real	checkpoint_last	13.182354676895839
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_50000/decode/chime4_dt05_real/skim/checkpoint_70_38000/viterbi_pad_audio/wer.filtered	fusion_attention_last	skim	chime4_processed	chime4_dt05_real	checkpoint_70_38000	13.607022979602375
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_50000/decode/chime4_dt05_real/skim/checkpoint_72_39000/viterbi_pad_audio/wer.filtered	fusion_attention_last	skim	chime4_processed	chime4_dt05_real	checkpoint_72_39000	13.31907518713817
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_50000/decode/chime4_dt05_real/skim/checkpoint_74_40000/viterbi_pad_audio/wer.filtered	fusion_attention_last	skim	chime4_processed	chime4_dt05_real	checkpoint_74_40000	13.175264574652457
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_50000/decode/chime4_dt05_real/skim/checkpoint_best/viterbi_pad_audio/wer.filtered	fusion_attention_last	skim	chime4_processed	chime4_dt05_real	checkpoint_best	13.139843634754389
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_50000/decode/chime4_dt05_real/skim/checkpoint_last/viterbi_pad_audio/wer.filtered	fusion_attention_last	skim	chime4_processed	chime4_dt05_real	checkpoint_last	13.175264574652457
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_50000/decode/chime4_et05_real/blstm/checkpoint_70_38000/viterbi_pad_audio/wer.filtered	fusion_attention_last	blstm	chime4_processed	chime4_et05_real	checkpoint_70_38000	21.74627005723937
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_50000/decode/chime4_et05_real/blstm/checkpoint_72_39000/viterbi_pad_audio/wer.filtered	fusion_attention_last	blstm	chime4_processed	chime4_et05_real	checkpoint_72_39000	21.489501312335957
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_50000/decode/chime4_et05_real/blstm/checkpoint_74_40000/viterbi_pad_audio/wer.filtered	fusion_attention_last	blstm	chime4_processed	chime4_et05_real	checkpoint_74_40000	21.47584847204619
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_50000/decode/chime4_et05_real/blstm/checkpoint_best/viterbi_pad_audio/wer.filtered	fusion_attention_last	blstm	chime4_processed	chime4_et05_real	checkpoint_best	21.44030025803425
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_50000/decode/chime4_et05_real/blstm/checkpoint_last/viterbi_pad_audio/wer.filtered	fusion_attention_last	blstm	chime4_processed	chime4_et05_real	checkpoint_last	21.47584847204619
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_50000/decode/chime4_et05_real/DCCRNet/checkpoint_70_38000/viterbi_pad_audio/wer.filtered	fusion_attention_last	DCCRNet	chime4_processed	chime4_et05_real	checkpoint_70_38000	23.527483846802134
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_50000/decode/chime4_et05_real/DCCRNet/checkpoint_72_39000/viterbi_pad_audio/wer.filtered	fusion_attention_last	DCCRNet	chime4_processed	chime4_et05_real	checkpoint_72_39000	23.27368125175677
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_50000/decode/chime4_et05_real/DCCRNet/checkpoint_74_40000/viterbi_pad_audio/wer.filtered	fusion_attention_last	DCCRNet	chime4_processed	chime4_et05_real	checkpoint_74_40000	23.365317107418676
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_50000/decode/chime4_et05_real/DCCRNet/checkpoint_best/viterbi_pad_audio/wer.filtered	fusion_attention_last	DCCRNet	chime4_processed	chime4_et05_real	checkpoint_best	23.05278441290806
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_50000/decode/chime4_et05_real/DCCRNet/checkpoint_last/viterbi_pad_audio/wer.filtered	fusion_attention_last	DCCRNet	chime4_processed	chime4_et05_real	checkpoint_last	23.365317107418676
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_50000/decode/chime4_et05_real/skim/checkpoint_70_38000/viterbi_pad_audio/wer.filtered	fusion_attention_last	skim	chime4_processed	chime4_et05_real	checkpoint_70_38000	21.859507997380973
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_attention_last_50000/decode/chime4_et05_real/skim/checkpoint_72_39000/viterbi_pad_audio/wer.filtered	fusion_attention_last	skim	chime4_processed	chime4_et05_real	checkpoint_72_39000	21.529109188683655
