finetune_set	enhance_model	fusion	chime4_dt05_real	chime4_et05_real	ls_test_clean	ls_test_other	ls_test_clean_wham_-5_0db	ls_test_clean_wham_0_5db	ls_test_clean_wham_5_10db	ls_test_clean_wham_10_15db	ls_test_clean_wham_15_20db	ls_test_other_wham_-5_0db	ls_test_other_wham_0_5db	ls_test_other_wham_5_10db	ls_test_other_wham_10_15db	ls_test_other_wham_15_20db
chime4_processed	DCCRNet	enhfromlibrimix	15.487966927506276	29.14091322888218												
chime4_processed	DCCRNet	fusion_attention	31.641260914607077	43.60487068151784												
chime4_processed	DCCRNet	fusion_attention_first	14.671686413464732	27.55496208689017												
chime4_processed	DCCRNet	fusion_attention_last	13.055022864729311	23.05278441290806												
chime4_processed	DCCRNet	fusion_concat	23.56069278776912	34.30742530137436												
chime4_processed	DCCRNet	fusion_concat_first	14.22668240850059	26.24210427076459												
chime4_processed	DCCRNet	fusion_concat_last	12.54241038501254	19.33433059087509												
chime4_processed	DCCRNet	fusion_interpolate	12.808027150656631	23.164771125105744												
chime4_processed	DCCRNet	fusion_interpolate_first	14.143948057697274	25.930638017152013												
chime4_processed	DCCRNet	fusion_interpolate_last	12.824579521982884	23.091710427606905												
chime4_processed	blstm	enhfromlibrimix	16.15307967671698	26.06080541327945												
chime4_processed	blstm	fusion_attention	31.457602069092925	43.39747529667629												
chime4_processed	blstm	fusion_attention_first	15.204138185848882	24.96007515265383												
chime4_processed	blstm	fusion_attention_last	13.648942843437512	21.44030025803425												
chime4_processed	blstm	fusion_concat	23.564385686325195	34.312115952905856												
chime4_processed	blstm	fusion_concat_first	15.223968710796251	24.900220688359862												
chime4_processed	blstm	fusion_concat_last	12.869206091670048	19.340813464235623												
chime4_processed	blstm	fusion_interpolate	13.628821121722778	21.142937508790023												
chime4_processed	blstm	fusion_interpolate_first	14.907749077490775	24.239436619718308												
chime4_processed	blstm	fusion_interpolate_last	13.610209501327825	21.98558322411533												
chime4_processed	skim	enhfromlibrimix	15.021395897889922	26.440391917866016												
chime4_processed	skim	fusion_attention	31.60619845408484	43.24951460908273												
chime4_processed	skim	fusion_attention_first	14.182435173914648	25.44755834661168												
chime4_processed	skim	fusion_attention_last	13.139843634754389	21.15105895553789												
chime4_processed	skim	fusion_concat	23.564385686325195	34.30742530137436												
chime4_processed	skim	fusion_concat_first	13.674583271869007	24.41642448673479												
chime4_processed	skim	fusion_concat_last	12.389837383384345	18.84992987377279												
chime4_processed	skim	fusion_interpolate	12.743832737195325	20.63403001823537												
chime4_processed	skim	fusion_interpolate_first	13.96437921752277	23.96852901231677												
chime4_processed	skim	fusion_interpolate_last	12.906080607692024	21.590271281571564												
ls_clean_100	ConvTasNet	enhfromlibrimix			9.99313710538356	18.198118300300763	28.99034820266832	16.738938562492805	12.08292654912996	10.728064479162688	10.227576463400665	48.10405020886727	32.87905593249995	25.150730463013065	21.02158828064765	19.62548403876163
ls_clean_100	ConvTasNet	fusion_attention			15.411595591758504		69.83848238482385	46.65040234521023		21.04841232598154	18.103448275862068					
ls_clean_100	ConvTasNet	fusion_attention_first			7.860976816780235	15.307775377969762	26.222109829400665	14.444082164982069	10.120796604635975	8.678237650200266	8.091879527258865	44.52385666204712	29.472685740833946	21.783074079778224	17.901400862068964	16.30707476166583
ls_clean_100	ConvTasNet	fusion_attention_last			7.908226461116299	14.488427092622029	29.639503883157527	14.792423952554046	10.161795008776616	8.776742679697472	8.102857142857143	47.66959394134708	30.57082370307068	21.22406398516286	17.07667793711865	15.920359616460557
ls_clean_100	ConvTasNet	fusion_concat			9.586168772993272	20.232608311922647	65.8313242820285	40.54970171224917	23.58669606057701	15.508863579618568	13.21115076685637	75.44320745828271	57.32524934817697	41.08371672368369	30.96093704473495	25.396178047075274
ls_clean_100	ConvTasNet	fusion_concat_first			8.214876976651253	16.02698708974957	25.478860754615177	14.02470653781868	10.427376659249598	9.08899803160892	8.416237850200114	43.66169272536314	29.336536971012247	21.633498528728516	17.930167327594546	17.207767140210006
ls_clean_100	ConvTasNet	fusion_concat_last			7.528098507806207	14.830902885510394	26.61234794583429	13.646238280356734	9.527264395906522	8.275125004771175	7.743683688268071	45.73393765903308	29.258257678192003	21.073558648111334	17.39038542827499	16.05589344830241
ls_clean_100	ConvTasNet	fusion_interpolate			8.230876269991041	15.729966643394617	26.051885346413243	14.047914479335688	10.123801153949028	8.854116973571225	8.438208023151763	44.4362987913612	28.90246267209618	21.10935146201089	17.990848184117546	16.718176550125555
ls_clean_100	ConvTasNet	fusion_interpolate_first			7.725452812202097	15.90917949717404	24.194602491157926	13.160964601939147	9.699967533087603	8.363261251623749	7.999007046153259	43.71490022702832	28.895344303205174	21.566666666666663	18.32919640086876	16.916071532818307
ls_clean_100	ConvTasNet	fusion_interpolate_last			7.825755409398532	14.87873224466132	28.22228631862321	14.84996644617007	10.33043611440824	8.885286545246496	8.323170731707316	46.278945387556206	29.82869048537696	21.6449382811146	17.869177594207923	16.491944808448316
ls_clean_100	DCCRNet	enhfromlibrimix			10.188060895909151	18.685240617084965	31.29959647056552	16.92769586751573	12.385645256784889	10.763366053559515	10.327806365542214	49.05637696838562	33.31980754738856	24.381285695056054	20.745272525027808	19.404044667869066
ls_clean_100	DCCRNet	fusion_attention			15.380040670682575		69.89291420182218	46.48641202747112	29.51515032500049	21.205727793080545	18.222523744911804					
ls_clean_100	DCCRNet	fusion_attention_first			8.460490201723575	15.501024845315404	29.093148101826017	15.016090721017546	10.491075698735484	9.056546141804438	8.599173156427266	46.63093261865237	30.502108973247815	21.61590524534687	17.802239877476786	16.121316494450824
ls_clean_100	DCCRNet	fusion_attention_last			8.065253849672207	14.498937981974397	31.6142766728678	15.039300976800977	10.336015866356458	8.79734649917078	8.538978981267984	49.10558682718696	30.968451095340946	20.92504661758204	16.854363716593443	15.635097707339591
ls_clean_100	DCCRNet	fusion_concat			9.586168772993272	20.232608311922647	65.8313242820285	40.54970171224917	23.58861305473018	15.51078418191945	13.21115076685637	75.43411391149037	57.32524934817697	41.08371672368369	30.958994580524852	25.396178047075274
ls_clean_100	DCCRNet	fusion_concat_first			8.407843739207184	15.64039172847314	27.198572031783808	14.353237149554976	10.397173954554134	8.863283421844743	8.781560826319817	45.321064608687045	29.66856701130544	21.36740623857448	18.01108787814844	16.35650009573042
ls_clean_100	DCCRNet	fusion_concat_last			7.531117962772639	14.623664166075097	28.8484709392392	14.100999313448776	9.63111238204175	8.34336141195347	7.772761044750529	47.281739370840654	29.85172600200788	20.87341285109657	17.05736903643787	15.781106343855347
ls_clean_100	DCCRNet	fusion_interpolate			8.087479538619666	15.271002448759232	27.669717042539343	14.10745630771579	10.160672422665677	8.83310796655684	8.405361154475878	45.17583765180585	29.33536608900382	20.71946888991817	17.825768667642752	16.575445065391484
ls_clean_100	DCCRNet	fusion_interpolate_first			7.976586709514518	15.476833976833976	26.85107035985575	13.892332042945135	9.646897235840598	8.502959709757494	8.246595748744294	45.21697625392785	29.41783087519944	21.33934969111296	18.35373067747629	16.70125487305805
ls_clean_100	DCCRNet	fusion_interpolate_last			8.208585685445472	15.089969372128635	29.76033105350882	14.690814907920547	10.082571963760085	8.83749308826053	8.389172314018122	47.9007747023043	30.44407229889704	21.77663701101955	17.65698399002972	16.228490399724063
ls_clean_100	DCUNet	enhfromlibrimix			9.811205730506185	17.89878037069048	26.810247370135468	15.150994212366054	11.69177443007599	10.553989179303512	10.143823221259169	43.82861173151522	29.762203236196022	22.834963395653595	19.927793674264976	18.939117404084456
ls_clean_100	DCUNet	fusion_attention			15.549931941488852		69.80141719884524	46.71211615159434	29.736418273952157	21.143170985269023	18.249123011027773					
ls_clean_100	DCUNet	fusion_attention_first			8.327456399504431	15.02653205877282	24.1241260415669	12.826099420904765	9.669545983258011	8.53412123522684	8.216753269000172	40.93251102697217	26.731664166762812	19.94854959780376	17.386797704282397	16.137454405836053
ls_clean_100	DCUNet	fusion_attention_last			7.924981416890617	14.39493397173527	27.87013681877245	13.500647421738137	9.476608131504348	8.51837745191392	8.181264048154215	45.64508525182683	28.46869712351946	19.935920943429	16.66214435227537	15.634588294320835
ls_clean_100	DCUNet	fusion_concat			9.586168772993272	20.232608311922647	65.82920949118132	40.55163864569614	23.58669606057701	15.51078418191945	13.21115076685637	75.44320745828271	57.32524934817697	41.08371672368369	30.96093704473495	25.396178047075274
ls_clean_100	DCUNet	fusion_concat_first			8.452508412358519	15.29425313831625	23.303046499198288	12.623176227942862	9.682826935898657	8.655402960056382	8.368951305144252	40.47521507578861	26.67102530574571	20.04675063750869	17.526586027191783	16.678519942335416
ls_clean_100	DCUNet	fusion_concat_last			7.509331911327798	14.768410146206683	24.96136454696354	12.76932162383556	9.335192223219572	8.22197228205959	7.686589921475948	43.37581243741041	27.399580422272265	19.95887541556969	16.741442660994004	15.7637740782037
ls_clean_100	DCUNet	fusion_interpolate			7.890376521225741	15.612449799196789	23.92429479956456	12.76952380952381	9.837252734687654	8.737642150980056	8.365692096847877	41.446662373899976	26.69507867941993	20.045918465783025	17.572205298268614	16.557364400894993
ls_clean_100	DCUNet	fusion_interpolate_first			7.973345588235294	15.5318444673767	22.831739961759084	12.389953885437707	9.30826236878703	8.348121286937737	7.952677649936929	40.51949584128045	26.580412391131457	20.151453051505747	17.70224337185588	16.70202206955608
ls_clean_100	DCUNet	fusion_interpolate_last			7.797300641525956	15.030265524376802	25.631589986081188	13.095238095238097	9.445855857576742	8.506417958841144	8.035629318056374	43.38687561214496	27.96619934703284	20.32986044365845	17.258579023682938	16.18593746997444
ls_clean_100	DPRNNTasNet	enhfromlibrimix			9.959430889663448	18.228654124457307	26.948903982710718	15.924932975871316	12.008487374075278	10.575234750744333	10.1276693192878	45.60145783687446	31.725528985085628	24.224431378616742	20.635410240592226	19.37564996340947
ls_clean_100	DPRNNTasNet	fusion_attention			15.661866094683624		69.91478325305668	46.47000789265983		21.259980867969468	18.3128608517069					
ls_clean_100	DPRNNTasNet	fusion_attention_first			8.157307229950197	15.109076218691085	23.853852881158293	13.764023210831722	10.393070009007456	9.199403281949278	8.537819619225848	41.7501513464956	27.93623837276622	20.93099208483824	17.820357903216525	16.26458696610267
ls_clean_100	DPRNNTasNet	fusion_attention_last			7.979017644253695	14.2663148909754	27.95730003661098	14.801644202275115	10.29757019335382	8.935926773455378	8.365903414615547	46.70417364934961	29.71079192546584	20.783080218444265	17.305952770453626	15.737178867603564
ls_clean_100	DPRNNTasNet	fusion_concat			9.586168772993272	20.232608311922647	65.8313242820285	40.5477647788022	23.58861305473018	15.51078418191945	13.21115076685637	75.44320745828271	57.32524934817697	41.08371672368369	30.962879508945047	25.396178047075274
ls_clean_100	DPRNNTasNet	fusion_concat_first			8.264683447749809	15.70519680136973	23.16065850246268	13.521602332898471	10.433210913915437	8.820990851027101	8.585098069115377	41.18155393196638	27.82272930127869	21.083362238409062	18.04299624023908	16.741523218381943
ls_clean_100	DPRNNTasNet	fusion_concat_last			7.698056801195815	14.763382467028704	25.57109022843609	13.31800766283525	9.75984040512545	8.389809357421237	7.916166065945801	44.66750313676286	28.510539816011264	20.691714836223507	17.113429795737975	16.035416586640032
