decode_path	fusion	enhance_model	finetune_set	test_set	checkpoint	wer
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_concat_last_40000/decode/chime4_dt05_real/DCCRNet/checkpoint_63_34000/viterbi_pad_audio/wer.473880	fusion_concat_last	DCCRNet	chime4_processed	chime4_dt05_real	checkpoint_63_34000	12.935580220509605
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_concat_last_40000/decode/chime4_dt05_real/DCCRNet/checkpoint_64_35000/viterbi_pad_audio/wer.473880	fusion_concat_last	DCCRNet	chime4_processed	chime4_dt05_real	checkpoint_64_35000	12.998266897746968
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_concat_last_40000/decode/chime4_dt05_real/DCCRNet/checkpoint_66_36000/viterbi_pad_audio/wer.473880	fusion_concat_last	DCCRNet	chime4_processed	chime4_dt05_real	checkpoint_66_36000	13.138390058630481
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_concat_last_40000/decode/chime4_dt05_real/DCCRNet/checkpoint_68_37000/viterbi_pad_audio/wer.473880	fusion_concat_last	DCCRNet	chime4_processed	chime4_dt05_real	checkpoint_68_37000	12.935580220509605
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_concat_last_40000/decode/chime4_dt05_real/DCCRNet/checkpoint_70_38000/viterbi_pad_audio/wer.473880	fusion_concat_last	DCCRNet	chime4_processed	chime4_dt05_real	checkpoint_70_38000	12.86551864006785
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_concat_last_40000/decode/chime4_dt05_real/DCCRNet/checkpoint_72_39000/viterbi_pad_audio/wer.473880	fusion_concat_last	DCCRNet	chime4_processed	chime4_dt05_real	checkpoint_72_39000	12.806519414432685
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_concat_last_40000/decode/chime4_dt05_real/DCCRNet/checkpoint_74_40000/viterbi_pad_audio/wer.473880	fusion_concat_last	DCCRNet	chime4_processed	chime4_dt05_real	checkpoint_74_40000	12.983517091338177
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_concat_last_40000/decode/chime4_dt05_real/DCCRNet/checkpoint_best/viterbi_pad_audio/wer.473880	fusion_concat_last	DCCRNet	chime4_processed	chime4_dt05_real	checkpoint_best	12.806519414432685
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_concat_last_40000/decode/chime4_dt05_real/DCCRNet/checkpoint_last/viterbi_pad_audio/wer.473880	fusion_concat_last	DCCRNet	chime4_processed	chime4_dt05_real	checkpoint_last	12.983517091338177
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_concat_last_40000/decode/chime4_dt05_real/DCCRNet/crash/viterbi_pad_audio/wer.473880	fusion_concat_last	DCCRNet	chime4_processed	chime4_dt05_real	crash	53.14355249087356
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_concat_last_40000/decode/chime4_et05_real/DCCRNet/checkpoint_63_34000/viterbi_pad_audio/wer.473880	fusion_concat_last	DCCRNet	chime4_processed	chime4_et05_real	checkpoint_63_34000	19.800084076790135
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_concat_last_40000/decode/chime4_et05_real/DCCRNet/checkpoint_64_35000/viterbi_pad_audio/wer.473880	fusion_concat_last	DCCRNet	chime4_processed	chime4_et05_real	checkpoint_64_35000	19.870148068569293
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_concat_last_40000/decode/chime4_et05_real/DCCRNet/checkpoint_66_36000/viterbi_pad_audio/wer.473880	fusion_concat_last	DCCRNet	chime4_processed	chime4_et05_real	checkpoint_66_36000	19.851464337428183
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_concat_last_40000/decode/chime4_et05_real/DCCRNet/checkpoint_68_37000/viterbi_pad_audio/wer.473880	fusion_concat_last	DCCRNet	chime4_processed	chime4_et05_real	checkpoint_68_37000	19.89350273249568
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_concat_last_40000/decode/chime4_et05_real/DCCRNet/checkpoint_70_38000/viterbi_pad_audio/wer.473880	fusion_concat_last	DCCRNet	chime4_processed	chime4_et05_real	checkpoint_70_38000	19.692652622728758
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_concat_last_40000/decode/chime4_et05_real/DCCRNet/checkpoint_72_39000/viterbi_pad_audio/wer.473880	fusion_concat_last	DCCRNet	chime4_processed	chime4_et05_real	checkpoint_72_39000	19.70666542108459
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_concat_last_40000/decode/chime4_et05_real/DCCRNet/checkpoint_74_40000/viterbi_pad_audio/wer.473880	fusion_concat_last	DCCRNet	chime4_processed	chime4_et05_real	checkpoint_74_40000	19.85613527021346
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_concat_last_40000/decode/chime4_et05_real/DCCRNet/checkpoint_best/viterbi_pad_audio/wer.473880	fusion_concat_last	DCCRNet	chime4_processed	chime4_et05_real	checkpoint_best	19.70666542108459
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_concat_last_40000/decode/chime4_et05_real/DCCRNet/checkpoint_last/viterbi_pad_audio/wer.473880	fusion_concat_last	DCCRNet	chime4_processed	chime4_et05_real	checkpoint_last	19.85613527021346
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_concat_last_40000/decode/chime4_et05_real/DCCRNet/crash/viterbi_pad_audio/wer.473880	fusion_concat_last	DCCRNet	chime4_processed	chime4_et05_real	crash	56.99939277873791
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_concat_last_50000/decode/chime4_dt05_real/DCCRNet/checkpoint_63_34000/viterbi_pad_audio/wer.473880	fusion_concat_last	DCCRNet	chime4_processed	chime4_dt05_real	checkpoint_63_34000	12.883955898078838
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_concat_last_50000/decode/chime4_dt05_real/DCCRNet/checkpoint_64_35000/viterbi_pad_audio/wer.473880	fusion_concat_last	DCCRNet	chime4_processed	chime4_dt05_real	checkpoint_64_35000	12.802831962830489
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_concat_last_50000/decode/chime4_dt05_real/DCCRNet/checkpoint_66_36000/viterbi_pad_audio/wer.473880	fusion_concat_last	DCCRNet	chime4_processed	chime4_dt05_real	checkpoint_66_36000	12.810206866034884
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_concat_last_50000/decode/chime4_dt05_real/DCCRNet/checkpoint_68_37000/viterbi_pad_audio/wer.473880	fusion_concat_last	DCCRNet	chime4_processed	chime4_dt05_real	checkpoint_68_37000	12.872893543272244
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_concat_last_50000/decode/chime4_dt05_real/DCCRNet/checkpoint_70_38000/viterbi_pad_audio/wer.473880	fusion_concat_last	DCCRNet	chime4_processed	chime4_dt05_real	checkpoint_70_38000	12.659021350344776
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_concat_last_50000/decode/chime4_dt05_real/DCCRNet/checkpoint_72_39000/viterbi_pad_audio/wer.473880	fusion_concat_last	DCCRNet	chime4_processed	chime4_dt05_real	checkpoint_72_39000	12.592647221505217
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_concat_last_50000/decode/chime4_dt05_real/DCCRNet/checkpoint_74_40000/viterbi_pad_audio/wer.473880	fusion_concat_last	DCCRNet	chime4_processed	chime4_dt05_real	checkpoint_74_40000	12.552085253881042
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_concat_last_50000/decode/chime4_dt05_real/DCCRNet/checkpoint_best/viterbi_pad_audio/wer.473880	fusion_concat_last	DCCRNet	chime4_processed	chime4_dt05_real	checkpoint_best	12.592647221505217
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_concat_last_50000/decode/chime4_dt05_real/DCCRNet/checkpoint_last/viterbi_pad_audio/wer.473880	fusion_concat_last	DCCRNet	chime4_processed	chime4_dt05_real	checkpoint_last	12.552085253881042
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_concat_last_50000/decode/chime4_dt05_real/DCCRNet/crash/viterbi_pad_audio/wer.473880	fusion_concat_last	DCCRNet	chime4_processed	chime4_dt05_real	crash	30.509974556583945
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_concat_last_50000/decode/chime4_et05_real/DCCRNet/checkpoint_63_34000/viterbi_pad_audio/wer.473880	fusion_concat_last	DCCRNet	chime4_processed	chime4_et05_real	checkpoint_63_34000	19.986921388201225
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_concat_last_50000/decode/chime4_et05_real/DCCRNet/checkpoint_64_35000/viterbi_pad_audio/wer.473880	fusion_concat_last	DCCRNet	chime4_processed	chime4_et05_real	checkpoint_64_35000	19.77205848007847
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_concat_last_50000/decode/chime4_et05_real/DCCRNet/checkpoint_66_36000/viterbi_pad_audio/wer.473880	fusion_concat_last	DCCRNet	chime4_processed	chime4_et05_real	checkpoint_66_36000	19.921528329207344
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_concat_last_50000/decode/chime4_et05_real/DCCRNet/checkpoint_68_37000/viterbi_pad_audio/wer.473880	fusion_concat_last	DCCRNet	chime4_processed	chime4_et05_real	checkpoint_68_37000	20.033630716053995
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_concat_last_50000/decode/chime4_et05_real/DCCRNet/checkpoint_70_38000/viterbi_pad_audio/wer.473880	fusion_concat_last	DCCRNet	chime4_processed	chime4_et05_real	checkpoint_70_38000	19.566537437526275
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_concat_last_50000/decode/chime4_et05_real/DCCRNet/checkpoint_72_39000/viterbi_pad_audio/wer.473880	fusion_concat_last	DCCRNet	chime4_processed	chime4_et05_real	checkpoint_72_39000	19.398383857256295
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_concat_last_50000/decode/chime4_et05_real/DCCRNet/checkpoint_74_40000/viterbi_pad_audio/wer.473880	fusion_concat_last	DCCRNet	chime4_processed	chime4_et05_real	checkpoint_74_40000	19.477789714606008
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_concat_last_50000/decode/chime4_et05_real/DCCRNet/checkpoint_best/viterbi_pad_audio/wer.473880	fusion_concat_last	DCCRNet	chime4_processed	chime4_et05_real	checkpoint_best	19.398383857256295
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_concat_last_50000/decode/chime4_et05_real/DCCRNet/checkpoint_last/viterbi_pad_audio/wer.473880	fusion_concat_last	DCCRNet	chime4_processed	chime4_et05_real	checkpoint_last	19.477789714606008
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_concat_last_50000/decode/chime4_et05_real/DCCRNet/crash/viterbi_pad_audio/wer.473880	fusion_concat_last	DCCRNet	chime4_processed	chime4_et05_real	crash	36.6201130365734
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_interpolate_40000/decode/chime4_et05_real/DCCRNet/checkpoint_66_36000/viterbi_pad_audio/wer.473880	fusion_interpolate	DCCRNet	chime4_processed	chime4_et05_real	checkpoint_66_36000	23.714325750852446
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_interpolate_50000/decode/chime4_dt05_real/DCCRNet/checkpoint_66_36000/viterbi_pad_audio/wer.473880	fusion_interpolate	DCCRNet	chime4_processed	chime4_dt05_real	checkpoint_66_36000	12.858143736863454
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_interpolate_50000/decode/chime4_dt05_real/DCCRNet/checkpoint_last/viterbi_pad_audio/wer.473880	fusion_interpolate	DCCRNet	chime4_processed	chime4_dt05_real	checkpoint_last	12.843393930454663
exp/finetune/base_100h_finetune_chime4_processed_from_fusion_interpolate_50000/decode/chime4_et05_real/DCCRNet/checkpoint_last/viterbi_pad_audio/wer.473880	fusion_interpolate	DCCRNet	chime4_processed	chime4_et05_real	checkpoint_last	23.644261759073288
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_clean/ConvTasNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	ConvTasNet	ls_clean_100	ls_test_clean	checkpoint_best	10.202373706634205
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_clean/DCCRNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	DCCRNet	ls_clean_100	ls_test_clean	checkpoint_best	10.350730371272062
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_clean/DPTNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	DPTNet	ls_clean_100	ls_test_clean	checkpoint_best	10.21758977480219
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_clean/NoEnh/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	NoEnh	ls_clean_100	ls_test_clean	checkpoint_best	10.044506999391357
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_clean_wham_0_5db/ConvTasNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	ConvTasNet	ls_clean_100	ls_test_clean_wham_0_5db	checkpoint_best	17.46804625684723
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_clean_wham_0_5db/DCCRNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	DCCRNet	ls_clean_100	ls_test_clean_wham_0_5db	checkpoint_best	17.38435788192331
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_clean_wham_0_5db/DCUNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	DCUNet	ls_clean_100	ls_test_clean_wham_0_5db	checkpoint_best	15.514683505782106
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_clean_wham_0_5db/DPRNNTasNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	DPRNNTasNet	ls_clean_100	ls_test_clean_wham_0_5db	checkpoint_best	16.498021911138164
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_clean_wham_0_5db/DPTNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	DPTNet	ls_clean_100	ls_test_clean_wham_0_5db	checkpoint_best	17.283551430310407
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_clean_wham_10_15db/ConvTasNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	ConvTasNet	ls_clean_100	ls_test_clean_wham_10_15db	checkpoint_best	11.10392574558734
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_clean_wham_10_15db/DCCRNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	DCCRNet	ls_clean_100	ls_test_clean_wham_10_15db	checkpoint_best	10.95747108947048
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_clean_wham_10_15db/DCUNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	DCUNet	ls_clean_100	ls_test_clean_wham_10_15db	checkpoint_best	10.700699939135728
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_clean_wham_10_15db/DPRNNTasNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	DPRNNTasNet	ls_clean_100	ls_test_clean_wham_10_15db	checkpoint_best	10.88519476567255
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_clean_wham_10_15db/DPTNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	DPTNet	ls_clean_100	ls_test_clean_wham_10_15db	checkpoint_best	11.024041387705417
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_clean_wham_15_20db/ConvTasNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	ConvTasNet	ls_clean_100	ls_test_clean_wham_15_20db	checkpoint_best	10.569461351186852
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_clean_wham_15_20db/DCCRNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	DCCRNet	ls_clean_100	ls_test_clean_wham_15_20db	checkpoint_best	10.51049908703591
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_clean_wham_15_20db/DCUNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	DCUNet	ls_clean_100	ls_test_clean_wham_15_20db	checkpoint_best	10.286062081558125
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_clean_wham_15_20db/DPRNNTasNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	DPRNNTasNet	ls_clean_100	ls_test_clean_wham_15_20db	checkpoint_best	10.430614729153987
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_clean_wham_15_20db/DPTNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	DPTNet	ls_clean_100	ls_test_clean_wham_15_20db	checkpoint_best	10.544735240413877
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_clean_wham_-5_0db/ConvTasNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	ConvTasNet	ls_clean_100	ls_test_clean_wham_-5_0db	checkpoint_best	30.473980523432743
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_clean_wham_-5_0db/DCCRNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	DCCRNet	ls_clean_100	ls_test_clean_wham_-5_0db	checkpoint_best	32.3969111381619
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_clean_wham_-5_0db/DCUNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	DCUNet	ls_clean_100	ls_test_clean_wham_-5_0db	checkpoint_best	27.379412659768715
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_clean_wham_-5_0db/DPRNNTasNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	DPRNNTasNet	ls_clean_100	ls_test_clean_wham_-5_0db	checkpoint_best	28.018487522824103
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_clean_wham_-5_0db/DPTNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	DPTNet	ls_clean_100	ls_test_clean_wham_-5_0db	checkpoint_best	29.831101643335362
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_clean_wham_5_10db/ConvTasNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	ConvTasNet	ls_clean_100	ls_test_clean_wham_5_10db	checkpoint_best	12.650258673158856
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_clean_wham_5_10db/DCCRNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	DCCRNet	ls_clean_100	ls_test_clean_wham_5_10db	checkpoint_best	12.75106512477176
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_clean_wham_5_10db/DCUNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	DCUNet	ls_clean_100	ls_test_clean_wham_5_10db	checkpoint_best	11.813374923919659
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_clean_wham_5_10db/DPRNNTasNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	DPRNNTasNet	ls_clean_100	ls_test_clean_wham_5_10db	checkpoint_best	12.452449786975045
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_clean_wham_5_10db/DPTNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	DPTNet	ls_clean_100	ls_test_clean_wham_5_10db	checkpoint_best	12.9165398660986
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_other/ConvTasNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	ConvTasNet	ls_clean_100	ls_test_other	checkpoint_best	18.969107617064363
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_other/DCCRNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	DCCRNet	ls_clean_100	ls_test_other	checkpoint_best	19.062720898687502
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_other/DPTNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	DPTNet	ls_clean_100	ls_test_other	checkpoint_best	18.948092390577536
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_other/NoEnh/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	NoEnh	ls_clean_100	ls_test_other	checkpoint_best	18.283247043539728
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_other_wham_0_5db/ConvTasNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	ConvTasNet	ls_clean_100	ls_test_other_wham_0_5db	checkpoint_best	34.09242878703934
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_other_wham_0_5db/DCCRNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	DCCRNet	ls_clean_100	ls_test_other_wham_0_5db	checkpoint_best	34.12108591406683
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_other_wham_0_5db/DCUNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	DCUNet	ls_clean_100	ls_test_other_wham_0_5db	checkpoint_best	30.462526030223717
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_other_wham_0_5db/DPRNNTasNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	DPRNNTasNet	ls_clean_100	ls_test_other_wham_0_5db	checkpoint_best	32.79139521999121
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_other_wham_0_5db/DPTNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	DPTNet	ls_clean_100	ls_test_other_wham_0_5db	checkpoint_best	33.84979844487324
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_other_wham_10_15db/ConvTasNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	ConvTasNet	ls_clean_100	ls_test_other_wham_10_15db	checkpoint_best	21.75458036413656
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_other_wham_10_15db/DCCRNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	DCCRNet	ls_clean_100	ls_test_other_wham_10_15db	checkpoint_best	21.068719790611926
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_other_wham_10_15db/DCUNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	DCUNet	ls_clean_100	ls_test_other_wham_10_15db	checkpoint_best	20.363754465735628
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_other_wham_10_15db/DPRNNTasNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	DPRNNTasNet	ls_clean_100	ls_test_other_wham_10_15db	checkpoint_best	21.374395812238504
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_other_wham_10_15db/DPTNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	DPTNet	ls_clean_100	ls_test_other_wham_10_15db	checkpoint_best	21.6227575798101
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_other_wham_15_20db/ConvTasNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	ConvTasNet	ls_clean_100	ls_test_other_wham_15_20db	checkpoint_best	20.32363448789714
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_other_wham_15_20db/DCCRNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	DCCRNet	ls_clean_100	ls_test_other_wham_15_20db	checkpoint_best	19.775328124104465
exp/finetune/base_100h_finetune_ls_clean_100_from_enhfromlibrimix_42950/decode/ls_test_other_wham_15_20db/DCUNet/checkpoint_best/viterbi_pad_audio/wer.473880	enhfromlibrimix	DCUNet	ls_clean_100	ls_test_other_wham_15_20db	checkpoint_best	19.40851689815257
