finetune_set	enhance_model	fusion	chime4_dt05_real	chime4_et05_real	ls_test_clean	ls_test_other	ls_test_clean_wham_-5_0db	ls_test_clean_wham_0_5db	ls_test_clean_wham_5_10db	ls_test_clean_wham_10_15db	ls_test_clean_wham_15_20db	ls_test_other_wham_-5_0db	ls_test_other_wham_0_5db	ls_test_other_wham_5_10db	ls_test_other_wham_10_15db	ls_test_other_wham_15_20db
ls_clean_100	DPRNNTasNet	enhfromlibrimix					28.018487522824103	16.498021911138164	12.452449786975045	10.88519476567255	10.430614729153987	48.23949716294442	32.79139521999121	25.185793706894906	21.374395812238504	20.044705118162888
ls_clean_100	DPRNNTasNet	fusion_attention_first					25.528758368837494	15.257912355447353	11.077297626293364	9.574710894704808	8.694080949482654	43.15763330340256	28.712530806411557	22.199721070630265	18.18008138624076	16.55044609594406
ls_clean_100	DPRNNTasNet	fusion_concat_first					23.7503804017042	14.282181984175288	11.121043822276324	9.454884357881925	8.785377358490566	42.88061440880347	28.964713524253483	21.78132701602889	18.80289628030491	17.50568366352712
ls_clean_100	DPRNNTasNet	fusion_concat_last					25.89394400486914	13.601262933657942	10.160529519172243	8.701688983566646	8.163420572124163	46.10740691209904	29.211164816689912	21.31708155818352	17.605028370555758	16.495042317024243
ls_clean_100	DPRNNTasNet	fusion_interpolate					24.45602556299452	14.181375532562386	10.599893487522824	9.226643335362144	8.684570906877664	44.47968209693751	29.310509523718547	21.9609116787345	19.04552662247101	17.37195040406549
ls_clean_100	DPTNet	enhfromlibrimix					29.83110164333536	17.283551430310407	12.9165398660986	11.024041387705417	10.544735240413877	49.93982003324227	33.84979844487324	25.60800871176661	21.6227575798101	19.90141948302543
ls_clean_100	DPTNet	fusion_attention_first					27.52206329884358	16.783323189287888	10.670267802799756	9.006010346926354	8.460133901399878	46.75505798292036	31.196148482127505	22.41560476090404	18.111304281374775	16.69755268135185
ls_clean_100	DPTNet	fusion_concat_first					26.21918746195983	15.139987827145466	10.658855751673768	9.232349360925136	8.31177723676202	45.41963586343924	29.7021569264276	23.248571919836465	19.412337848422904	18.12849855759127
ls_clean_100	DPTNet	fusion_concat_last					27.67041996348144	13.89607425441266	9.926582471089471	8.494370054777846	7.950395617772368	47.954836367804674	30.03840055021684	21.322812983589017	17.637506447853582	16.35939858242745
ls_clean_100	DPTNet	fusion_interpolate					26.810712111990263	14.60362142422398	10.495283018867925	8.962264150943396	8.46774193548387	46.20293066885734	29.77284450642875	22.161511567926944	18.98630189328086	17.68335785109757
ls_clean_100	NoEnh	enhfromlibrimix			10.044506999391356	18.283247043539728										
ls_clean_100	NoEnh	fusion_attention_first			7.851491174680462	16.198918671073496										
ls_clean_100	NoEnh	fusion_concat_first			8.429701765063907	17.492310337580957										
ls_clean_100	NoEnh	fusion_interpolate			8.317483262325014	16.96884015054544										
